tier,standard,note,ga_weeks,stratum,efw_g,ac_cm,hc_cm,centile,expect_centile,expect_efw_g,expect_delta,tolerance
1,nichd,published knot,33,hispanic,1688,,,,5,,,0.05
1,nichd,published knot,33,hispanic,1769,,,,10,,,0.05
1,nichd,published knot,33,hispanic,2086,,,,50,,,0.05
1,nichd,published knot,33,hispanic,2460,,,,90,,,0.05
1,nichd,published knot,33,hispanic,2577,,,,95,,,0.05
1,nichd,published knot,33,hispanic,2657,,,,97,,,0.05
1,nichd,published knot,34,hispanic,1801,,,,3,,,0.05
1,nichd,published knot,34,hispanic,1857,,,,5,,,0.05
1,nichd,published knot,34,hispanic,1947,,,,10,,,0.05
1,nichd,published knot,34,hispanic,2301,,,,50,,,0.05
1,nichd,published knot,34,hispanic,2719,,,,90,,,0.05
1,nichd,published knot,34,hispanic,2851,,,,95,,,0.05
1,nichd,published knot,34,hispanic,2940,,,,97,,,0.05
1,nichd,published knot,35,hispanic,1963,,,,3,,,0.05
1,nichd,published knot,35,hispanic,2025,,,,5,,,0.05
1,nichd,published knot,35,hispanic,2125,,,,10,,,0.05
1,nichd,published knot,35,hispanic,2518,,,,50,,,0.05
1,nichd,published knot,35,hispanic,2983,,,,90,,,0.05
1,nichd,published knot,35,hispanic,3130,,,,95,,,0.05
1,nichd,published knot,35,hispanic,3229,,,,97,,,0.05
1,nichd,published knot,36,hispanic,2120,,,,3,,,0.05
1,nichd,published knot,36,hispanic,2189,,,,5,,,0.05
1,nichd,published knot,36,hispanic,2298,,,,10,,,0.05
1,nichd,published knot,36,hispanic,2731,,,,50,,,0.05
1,nichd,published knot,36,hispanic,3245,,,,90,,,0.05
1,nichd,published knot,36,hispanic,3408,,,,95,,,0.05
1,nichd,published knot,36,hispanic,3517,,,,97,,,0.05
1,nichd,published knot,37,hispanic,2269,,,,3,,,0.05
1,nichd,published knot,37,hispanic,2344,,,,5,,,0.05
1,nichd,published knot,37,hispanic,2463,,,,10,,,0.05
1,nichd,published knot,37,hispanic,2937,,,,50,,,0.05
1,nichd,published knot,37,hispanic,3502,,,,90,,,0.05
1,nichd,published knot,37,hispanic,3681,,,,95,,,0.05
1,nichd,published knot,37,hispanic,3802,,,,97,,,0.05
1,nichd,published knot,38,hispanic,2410,,,,3,,,0.05
1,nichd,published knot,38,hispanic,2491,,,,5,,,0.05
1,nichd,published knot,38,hispanic,2621,,,,10,,,0.05
1,nichd,published knot,38,hispanic,3138,,,,50,,,0.05
1,nichd,published knot,38,hispanic,3756,,,,90,,,0.05
1,nichd,published knot,38,hispanic,3953,,,,95,,,0.05
1,nichd,published knot,38,hispanic,4086,,,,97,,,0.05
1,nichd,published knot,39,hispanic,2545,,,,3,,,0.05
1,nichd,published knot,39,hispanic,2633,,,,5,,,0.05
1,nichd,published knot,39,hispanic,2774,,,,10,,,0.05
1,nichd,published knot,39,hispanic,3336,,,,50,,,0.05
1,nichd,published knot,39,hispanic,4011,,,,90,,,0.05
1,nichd,published knot,39,hispanic,4226,,,,95,,,0.05
1,nichd,published knot,39,hispanic,4372,,,,97,,,0.05
1,nichd,published knot,40,hispanic,2675,,,,3,,,0.05
1,nichd,published knot,40,hispanic,2770,,,,5,,,0.05
1,nichd,published knot,40,hispanic,2923,,,,10,,,0.05
1,nichd,published knot,40,hispanic,3534,,,,50,,,0.05
1,nichd,published knot,40,hispanic,4273,,,,90,,,0.05
1,nichd,published knot,40,hispanic,4510,,,,95,,,0.05
1,nichd,published knot,40,hispanic,4670,,,,97,,,0.05
1,nichd,published knot,15,asian,86,,,,3,,,0.05
1,nichd,published knot,15,asian,88,,,,5,,,0.05
1,nichd,published knot,15,asian,92,,,,10,,,0.05
1,nichd,published knot,15,asian,108,,,,50,,,0.05
1,nichd,published knot,15,asian,125,,,,90,,,0.05
1,nichd,published knot,15,asian,131,,,,95,,,0.05
1,nichd,published knot,15,asian,135,,,,97,,,0.05
1,nichd,published knot,16,asian,110,,,,3,,,0.05
1,nichd,published knot,16,asian,113,,,,5,,,0.05
1,nichd,published knot,16,asian,118,,,,10,,,0.05
1,nichd,published knot,16,asian,138,,,,50,,,0.05
1,nichd,published knot,16,asian,160,,,,90,,,0.05
1,nichd,published knot,16,asian,167,,,,95,,,0.05
1,nichd,published knot,16,asian,172,,,,97,,,0.05
1,nichd,published knot,17,asian,139,,,,3,,,0.05
1,nichd,published knot,17,asian,143,,,,5,,,0.05
1,nichd,published knot,17,asian,149,,,,10,,,0.05
1,nichd,published knot,17,asian,173,,,,50,,,0.05
1,nichd,published knot,17,asian,202,,,,90,,,0.05
1,nichd,published knot,17,asian,211,,,,95,,,0.05
1,nichd,published knot,17,asian,216,,,,97,,,0.05
1,nichd,published knot,18,asian,172,,,,3,,,0.05
1,nichd,published knot,18,asian,177,,,,5,,,0.05
1,nichd,published knot,18,asian,185,,,,10,,,0.05
1,nichd,published knot,18,asian,215,,,,50,,,0.05
1,nichd,published knot,18,asian,250,,,,90,,,0.05
1,nichd,published knot,18,asian,261,,,,95,,,0.05
1,nichd,published knot,18,asian,269,,,,97,,,0.05
1,nichd,published knot,19,asian,211,,,,3,,,0.05
1,nichd,published knot,19,asian,217,,,,5,,,0.05
1,nichd,published knot,19,asian,227,,,,10,,,0.05
1,nichd,published knot,19,asian,264,,,,50,,,0.05
1,nichd,published knot,19,asian,307,,,,90,,,0.05
1,nichd,published knot,19,asian,321,,,,95,,,0.05
1,nichd,published knot,19,asian,330,,,,97,,,0.05
1,nichd,published knot,20,asian,257,,,,3,,,0.05
1,nichd,published knot,20,asian,264,,,,5,,,0.05
1,nichd,published knot,20,asian,275,,,,10,,,0.05
1,nichd,published knot,20,asian,320,,,,50,,,0.05
1,nichd,published knot,20,asian,373,,,,90,,,0.05
1,nichd,published knot,20,asian,389,,,,95,,,0.05
1,nichd,published knot,20,asian,400,,,,97,,,0.05
1,nichd,published knot,21,asian,308,,,,3,,,0.05
1,nichd,published knot,21,asian,317,,,,5,,,0.05
1,nichd,published knot,21,asian,331,,,,10,,,0.05
1,nichd,published knot,21,asian,385,,,,50,,,0.05
1,nichd,published knot,21,asian,447,,,,90,,,0.05
1,nichd,published knot,21,asian,467,,,,95,,,0.05
1,nichd,published knot,21,asian,480,,,,97,,,0.05
1,nichd,published knot,22,asian,367,,,,3,,,0.05
1,nichd,published knot,22,asian,378,,,,5,,,0.05
1,nichd,published knot,22,asian,394,,,,10,,,0.05
1,nichd,published knot,22,asian,458,,,,50,,,0.05
1,nichd,published knot,22,asian,532,,,,90,,,0.05
1,nichd,published knot,22,asian,556,,,,95,,,0.05
1,nichd,published knot,22,asian,571,,,,97,,,0.05
1,nichd,published knot,23,asian,434,,,,3,,,0.05
1,nichd,published knot,23,asian,446,,,,5,,,0.05
1,nichd,published knot,23,asian,466,,,,10,,,0.05
1,nichd,published knot,23,asian,541,,,,50,,,0.05
1,nichd,published knot,23,asian,628,,,,90,,,0.05
1,nichd,published knot,23,asian,656,,,,95,,,0.05
1,nichd,published knot,23,asian,674,,,,97,,,0.05
1,nichd,published knot,24,asian,509,,,,3,,,0.05
1,nichd,published knot,24,asian,524,,,,5,,,0.05
1,nichd,published knot,24,asian,546,,,,10,,,0.05
1,nichd,published knot,24,asian,634,,,,50,,,0.05
1,nichd,published knot,24,asian,737,,,,90,,,0.05
1,nichd,published knot,24,asian,769,,,,95,,,0.05
1,nichd,published knot,24,asian,790,,,,97,,,0.05
1,nichd,published knot,25,asian,594,,,,3,,,0.05
1,nichd,published knot,25,asian,611,,,,5,,,0.05
1,nichd,published knot,25,asian,637,,,,10,,,0.05
1,nichd,published knot,25,asian,740,,,,50,,,0.05
1,nichd,published knot,25,asian,859,,,,90,,,0.05
1,nichd,published knot,25,asian,896,,,,95,,,0.05
1,nichd,published knot,25,asian,921,,,,97,,,0.05
1,nichd,published knot,26,asian,690,,,,3,,,0.05
1,nichd,published knot,26,asian,709,,,,5,,,0.05
1,nichd,published knot,26,asian,740,,,,10,,,0.05
1,nichd,published knot,26,asian,859,,,,50,,,0.05
1,nichd,published knot,26,asian,997,,,,90,,,0.05
1,nichd,published knot,26,asian,1040,,,,95,,,0.05
1,nichd,published knot,26,asian,1069,,,,97,,,0.05
1,nichd,published knot,27,asian,796,,,,3,,,0.05
1,nichd,published knot,27,asian,818,,,,5,,,0.05
1,nichd,published knot,27,asian,853,,,,10,,,0.05
1,nichd,published knot,27,asian,990,,,,50,,,0.05
1,nichd,published knot,27,asian,1149,,,,90,,,0.05
1,nichd,published knot,27,asian,1199,,,,95,,,0.05
1,nichd,published knot,27,asian,1232,,,,97,,,0.05
1,nichd,published knot,28,asian,913,,,,3,,,0.05
1,nichd,published knot,28,asian,938,,,,5,,,0.05
1,nichd,published knot,28,asian,978,,,,10,,,0.05
1,nichd,published knot,28,asian,1136,,,,50,,,0.05
1,nichd,published knot,28,asian,1318,,,,90,,,0.05
1,nichd,published knot,28,asian,1375,,,,95,,,0.05
1,nichd,published knot,28,asian,1413,,,,97,,,0.05
1,nichd,published knot,29,asian,1039,,,,3,,,0.05
1,nichd,published knot,29,asian,1068,,,,5,,,0.05
1,nichd,published knot,29,asian,1114,,,,10,,,0.05
1,nichd,published knot,29,asian,1293,,,,50,,,0.05
1,nichd,published knot,29,asian,1501,,,,90,,,0.05
1,nichd,published knot,29,asian,1566,,,,95,,,0.05
1,nichd,published knot,29,asian,1609,,,,97,,,0.05
1,nichd,published knot,30,asian,1175,,,,3,,,0.05
1,nichd,published knot,30,asian,1208,,,,5,,,0.05
1,nichd,published knot,30,asian,1260,,,,10,,,0.05
1,nichd,published knot,30,asian,1463,,,,50,,,0.05
1,nichd,published knot,30,asian,1698,,,,90,,,0.05
1,nichd,published knot,30,asian,1772,,,,95,,,0.05
1,nichd,published knot,30,asian,1821,,,,97,,,0.05
1,nichd,published knot,31,asian,1318,,,,3,,,0.05
1,nichd,published knot,31,asian,1355,,,,5,,,0.05
1,nichd,published knot,31,asian,1414,,,,10,,,0.05
1,nichd,published knot,31,asian,1642,,,,50,,,0.05
1,nichd,published knot,31,asian,1908,,,,90,,,0.05
1,nichd,published knot,31,asian,1991,,,,95,,,0.05
1,nichd,published knot,31,asian,2047,,,,97,,,0.05
1,nichd,published knot,32,asian,1467,,,,3,,,0.05
1,nichd,published knot,32,asian,1508,,,,5,,,0.05
1,nichd,published knot,32,asian,1574,,,,10,,,0.05
1,nichd,published knot,32,asian,1830,,,,50,,,0.05
1,nichd,published knot,32,asian,2129,,,,90,,,0.05
1,nichd,published knot,32,asian,2222,,,,95,,,0.05
1,nichd,published knot,32,asian,2284,,,,97,,,0.05
1,nichd,published knot,33,asian,1620,,,,3,,,0.05
1,nichd,published knot,33,asian,1667,,,,5,,,0.05
1,nichd,published knot,33,asian,1740,,,,10,,,0.05
1,nichd,published knot,33,asian,2026,,,,50,,,0.05
1,nichd,published knot,33,asian,2360,,,,90,,,0.05
1,nichd,published knot,33,asian,2464,,,,95,,,0.05
1,nichd,published knot,33,asian,2534,,,,97,,,0.05
1,nichd,published knot,34,asian,1778,,,,3,,,0.05
1,nichd,published knot,34,asian,1829,,,,5,,,0.05
1,nichd,published knot,34,asian,1911,,,,10,,,0.05
1,nichd,published knot,34,asian,2229,,,,50,,,0.05
1,nichd,published knot,34,asian,2600,,,,90,,,0.05
1,nichd,published knot,34,asian,2717,,,,95,,,0.05
1,nichd,published knot,34,asian,2795,,,,97,,,0.05
1,nichd,published knot,35,asian,1938,,,,3,,,0.05
1,nichd,published knot,35,asian,1995,,,,5,,,0.05
1,nichd,published knot,35,asian,2085,,,,10,,,0.05
1,nichd,published knot,35,asian,2438,,,,50,,,0.05
1,nichd,published knot,35,asian,2851,,,,90,,,0.05
1,nichd,published knot,35,asian,2980,,,,95,,,0.05
1,nichd,published knot,35,asian,3067,,,,97,,,0.05
1,nichd,published knot,36,asian,2100,,,,3,,,0.05
1,nichd,published knot,36,asian,2162,,,,5,,,0.05
1,nichd,published knot,36,asian,2262,,,,10,,,0.05
1,nichd,published knot,36,asian,2653,,,,50,,,0.05
1,nichd,published knot,36,asian,3111,,,,90,,,0.05
1,nichd,published knot,36,asian,3255,,,,95,,,0.05
1,nichd,published knot,36,asian,3352,,,,97,,,0.05
1,nichd,published knot,37,asian,2259,,,,3,,,0.05
1,nichd,published knot,37,asian,2327,,,,5,,,0.05
1,nichd,published knot,37,asian,2437,,,,10,,,0.05
1,nichd,published knot,37,asian,2869,,,,50,,,0.05
1,nichd,published knot,37,asian,3376,,,,90,,,0.05
1,nichd,published knot,37,asian,3536,,,,95,,,0.05
1,nichd,published knot,37,asian,3644,,,,97,,,0.05
1,nichd,published knot,38,asian,2408,,,,3,,,0.05
1,nichd,published knot,38,asian,2483,,,,5,,,0.05
1,nichd,published knot,38,asian,2604,,,,10,,,0.05
1,nichd,published knot,38,asian,3077,,,,50,,,0.05
1,nichd,published knot,38,asian,3637,,,,90,,,0.05
1,nichd,published knot,38,asian,3814,,,,95,,,0.05
1,nichd,published knot,38,asian,3933,,,,97,,,0.05
1,nichd,published knot,39,asian,2539,,,,3,,,0.05
1,nichd,published knot,39,asian,2621,,,,5,,,0.05
1,nichd,published knot,39,asian,2752,,,,10,,,0.05
1,nichd,published knot,39,asian,3269,,,,50,,,0.05
1,nichd,published knot,39,asian,3884,,,,90,,,0.05
1,nichd,published knot,39,asian,4078,,,,95,,,0.05
1,nichd,published knot,39,asian,4210,,,,97,,,0.05
1,nichd,published knot,40,asian,2643,,,,3,,,0.05
1,nichd,published knot,40,asian,2731,,,,5,,,0.05
1,nichd,published knot,40,asian,2873,,,,10,,,0.05
1,nichd,published knot,40,asian,3434,,,,50,,,0.05
1,nichd,published knot,40,asian,4105,,,,90,,,0.05
1,nichd,published knot,40,asian,4318,,,,95,,,0.05
1,nichd,published knot,40,asian,4462,,,,97,,,0.05
1,who,published knot,14,combined,70,,,,2.5,,,0.05
1,who,published knot,14,combined,73,,,,5,,,0.05
1,who,published knot,14,combined,78,,,,10,,,0.05
1,who,published knot,14,combined,83,,,,25,,,0.05
1,who,published knot,14,combined,90,,,,50,,,0.05
1,who,published knot,14,combined,98,,,,75,,,0.05
1,who,published knot,14,combined,104,,,,90,,,0.05
1,who,published knot,14,combined,109,,,,95,,,0.05
1,who,published knot,14,combined,113,,,,97.5,,,0.05
1,who,published knot,15,combined,89,,,,2.5,,,0.05
1,who,published knot,15,combined,93,,,,5,,,0.05
1,who,published knot,15,combined,99,,,,10,,,0.05
1,who,published knot,15,combined,106,,,,25,,,0.05
1,who,published knot,15,combined,114,,,,50,,,0.05
1,who,published knot,15,combined,124,,,,75,,,0.05
1,who,published knot,15,combined,132,,,,90,,,0.05
1,who,published knot,15,combined,138,,,,95,,,0.05
1,who,published knot,15,combined,144,,,,97.5,,,0.05
1,who,published knot,16,combined,113,,,,2.5,,,0.05
1,who,published knot,16,combined,117,,,,5,,,0.05
1,who,published knot,16,combined,124,,,,10,,,0.05
1,who,published knot,16,combined,133,,,,25,,,0.05
1,who,published knot,16,combined,144,,,,50,,,0.05
1,who,published knot,16,combined,155,,,,75,,,0.05
1,who,published knot,16,combined,166,,,,90,,,0.05
1,who,published knot,16,combined,174,,,,95,,,0.05
1,who,published knot,16,combined,181,,,,97.5,,,0.05
1,who,published knot,17,combined,141,,,,2.5,,,0.05
1,who,published knot,17,combined,146,,,,5,,,0.05
1,who,published knot,17,combined,155,,,,10,,,0.05
1,who,published knot,17,combined,166,,,,25,,,0.05
1,who,published knot,17,combined,179,,,,50,,,0.05
1,who,published knot,17,combined,193,,,,75,,,0.05
1,who,published knot,17,combined,207,,,,90,,,0.05
1,who,published knot,17,combined,217,,,,95,,,0.05
1,who,published knot,17,combined,225,,,,97.5,,,0.05
1,who,published knot,18,combined,174,,,,2.5,,,0.05
1,who,published knot,18,combined,181,,,,5,,,0.05
1,who,published knot,18,combined,192,,,,10,,,0.05
1,who,published knot,18,combined,206,,,,25,,,0.05
1,who,published knot,18,combined,222,,,,50,,,0.05
1,who,published knot,18,combined,239,,,,75,,,0.05
1,who,published knot,18,combined,255,,,,90,,,0.05
1,who,published knot,18,combined,268,,,,95,,,0.05
1,who,published knot,18,combined,278,,,,97.5,,,0.05
1,who,published knot,19,combined,214,,,,2.5,,,0.05
1,who,published knot,19,combined,223,,,,5,,,0.05
1,who,published knot,19,combined,235,,,,10,,,0.05
1,who,published knot,19,combined,252,,,,25,,,0.05
1,who,published knot,19,combined,272,,,,50,,,0.05
1,who,published knot,19,combined,292,,,,75,,,0.05
1,who,published knot,19,combined,313,,,,90,,,0.05
1,who,published knot,19,combined,328,,,,95,,,0.05
1,who,published knot,19,combined,340,,,,97.5,,,0.05
1,who,published knot,20,combined,260,,,,2.5,,,0.05
1,who,published knot,20,combined,271,,,,5,,,0.05
1,who,published knot,20,combined,286,,,,10,,,0.05
1,who,published knot,20,combined,307,,,,25,,,0.05
1,who,published knot,20,combined,330,,,,50,,,0.05
1,who,published knot,20,combined,355,,,,75,,,0.05
1,who,published knot,20,combined,380,,,,90,,,0.05
1,who,published knot,20,combined,399,,,,95,,,0.05
1,who,published knot,20,combined,413,,,,97.5,,,0.05
1,who,published knot,21,combined,314,,,,2.5,,,0.05
1,who,published knot,21,combined,327,,,,5,,,0.05
1,who,published knot,21,combined,345,,,,10,,,0.05
1,who,published knot,21,combined,370,,,,25,,,0.05
1,who,published knot,21,combined,398,,,,50,,,0.05
1,who,published knot,21,combined,428,,,,75,,,0.05
1,who,published knot,21,combined,458,,,,90,,,0.05
1,who,published knot,21,combined,481,,,,95,,,0.05
1,who,published knot,21,combined,497,,,,97.5,,,0.05
1,who,published knot,22,combined,375,,,,2.5,,,0.05
1,who,published knot,22,combined,392,,,,5,,,0.05
1,who,published knot,22,combined,412,,,,10,,,0.05
1,who,published knot,22,combined,443,,,,25,,,0.05
1,who,published knot,22,combined,476,,,,50,,,0.05
1,who,published knot,22,combined,512,,,,75,,,0.05
1,who,published knot,22,combined,548,,,,90,,,0.05
1,who,published knot,22,combined,575,,,,95,,,0.05
1,who,published knot,22,combined,595,,,,97.5,,,0.05
1,who,published knot,23,combined,445,,,,2.5,,,0.05
1,who,published knot,23,combined,465,,,,5,,,0.05
1,who,published knot,23,combined,489,,,,10,,,0.05
1,who,published knot,23,combined,525,,,,25,,,0.05
1,who,published knot,23,combined,565,,,,50,,,0.05
1,who,published knot,23,combined,608,,,,75,,,0.05
1,who,published knot,23,combined,650,,,,90,,,0.05
1,who,published knot,23,combined,682,,,,95,,,0.05
1,who,published knot,23,combined,705,,,,97.5,,,0.05
1,who,published knot,24,combined,523,,,,2.5,,,0.05
1,who,published knot,24,combined,548,,,,5,,,0.05
1,who,published knot,24,combined,576,,,,10,,,0.05
1,who,published knot,24,combined,618,,,,25,,,0.05
1,who,published knot,24,combined,665,,,,50,,,0.05
1,who,published knot,24,combined,715,,,,75,,,0.05
1,who,published knot,24,combined,765,,,,90,,,0.05
1,who,published knot,24,combined,803,,,,95,,,0.05
1,who,published knot,24,combined,830,,,,97.5,,,0.05
1,who,published knot,25,combined,611,,,,2.5,,,0.05
1,who,published knot,25,combined,641,,,,5,,,0.05
1,who,published knot,25,combined,673,,,,10,,,0.05
1,who,published knot,25,combined,723,,,,25,,,0.05
1,who,published knot,25,combined,778,,,,50,,,0.05
1,who,published knot,25,combined,836,,,,75,,,0.05
1,who,published knot,25,combined,894,,,,90,,,0.05
1,who,published knot,25,combined,938,,,,95,,,0.05
1,who,published knot,25,combined,970,,,,97.5,,,0.05
1,who,published knot,26,combined,707,,,,2.5,,,0.05
1,who,published knot,26,combined,743,,,,5,,,0.05
1,who,published knot,26,combined,780,,,,10,,,0.05
1,who,published knot,26,combined,838,,,,25,,,0.05
1,who,published knot,26,combined,902,,,,50,,,0.05
1,who,published knot,26,combined,971,,,,75,,,0.05
1,who,published knot,26,combined,1038,,,,90,,,0.05
1,who,published knot,26,combined,1087,,,,95,,,0.05
1,who,published knot,26,combined,1125,,,,97.5,,,0.05
1,who,published knot,27,combined,813,,,,2.5,,,0.05
1,who,published knot,27,combined,855,,,,5,,,0.05
1,who,published knot,27,combined,898,,,,10,,,0.05
1,who,published knot,27,combined,964,,,,25,,,0.05
1,who,published knot,27,combined,1039,,,,50,,,0.05
1,who,published knot,27,combined,1118,,,,75,,,0.05
1,who,published knot,27,combined,1196,,,,90,,,0.05
1,who,published knot,27,combined,1251,,,,95,,,0.05
1,who,published knot,27,combined,1295,,,,97.5,,,0.05
1,who,published knot,28,combined,929,,,,2.5,,,0.05
1,who,published knot,28,combined,977,,,,5,,,0.05
1,who,published knot,28,combined,1026,,,,10,,,0.05
1,who,published knot,28,combined,1102,,,,25,,,0.05
1,who,published knot,28,combined,1189,,,,50,,,0.05
1,who,published knot,28,combined,1279,,,,75,,,0.05
1,who,published knot,28,combined,1368,,,,90,,,0.05
1,who,published knot,28,combined,1429,,,,95,,,0.05
1,who,published knot,28,combined,1481,,,,97.5,,,0.05
1,who,published knot,29,combined,1053,,,,2.5,,,0.05
1,who,published knot,29,combined,1108,,,,5,,,0.05
1,who,published knot,29,combined,1165,,,,10,,,0.05
1,who,published knot,29,combined,1251,,,,25,,,0.05
1,who,published knot,29,combined,1350,,,,50,,,0.05
1,who,published knot,29,combined,1453,,,,75,,,0.05
1,who,published knot,29,combined,1554,,,,90,,,0.05
1,who,published knot,29,combined,1622,,,,95,,,0.05
1,who,published knot,29,combined,1682,,,,97.5,,,0.05
1,who,published knot,30,combined,1185,,,,2.5,,,0.05
1,who,published knot,30,combined,1247,,,,5,,,0.05
1,who,published knot,30,combined,1313,,,,10,,,0.05
1,who,published knot,30,combined,1410,,,,25,,,0.05
1,who,published knot,30,combined,1523,,,,50,,,0.05
1,who,published knot,30,combined,1640,,,,75,,,0.05
1,who,published knot,30,combined,1753,,,,90,,,0.05
1,who,published knot,30,combined,1828,,,,95,,,0.05
1,who,published knot,30,combined,1897,,,,97.5,,,0.05
1,who,published knot,31,combined,1326,,,,2.5,,,0.05
1,who,published knot,31,combined,1394,,,,5,,,0.05
1,who,published knot,31,combined,1470,,,,10,,,0.05
1,who,published knot,31,combined,1579,,,,25,,,0.05
1,who,published knot,31,combined,1707,,,,50,,,0.05
1,who,published knot,31,combined,1838,,,,75,,,0.05
1,who,published knot,31,combined,1964,,,,90,,,0.05
1,who,published knot,31,combined,2046,,,,95,,,0.05
1,who,published knot,31,combined,2126,,,,97.5,,,0.05
1,who,published knot,32,combined,1473,,,,2.5,,,0.05
1,who,published knot,32,combined,1548,,,,5,,,0.05
1,who,published knot,32,combined,1635,,,,10,,,0.05
1,who,published knot,32,combined,1757,,,,25,,,0.05
1,who,published knot,32,combined,1901,,,,50,,,0.05
1,who,published knot,32,combined,2047,,,,75,,,0.05
1,who,published knot,32,combined,2187,,,,90,,,0.05
1,who,published knot,32,combined,2276,,,,95,,,0.05
1,who,published knot,32,combined,2367,,,,97.5,,,0.05
1,who,published knot,33,combined,1626,,,,2.5,,,0.05
1,who,published knot,33,combined,1708,,,,5,,,0.05
1,who,published knot,33,combined,1807,,,,10,,,0.05
1,who,published knot,33,combined,1942,,,,25,,,0.05
1,who,published knot,33,combined,2103,,,,50,,,0.05
1,who,published knot,33,combined,2266,,,,75,,,0.05
1,who,published knot,33,combined,2419,,,,90,,,0.05
1,who,published knot,33,combined,2516,,,,95,,,0.05
1,who,published knot,33,combined,2619,,,,97.5,,,0.05
1,who,published knot,34,combined,1785,,,,2.5,,,0.05
1,who,published knot,34,combined,1872,,,,5,,,0.05
1,who,published knot,34,combined,1985,,,,10,,,0.05
1,who,published knot,34,combined,2134,,,,25,,,0.05
1,who,published knot,34,combined,2312,,,,50,,,0.05
1,who,published knot,34,combined,2492,,,,75,,,0.05
1,who,published knot,34,combined,2659,,,,90,,,0.05
1,who,published knot,34,combined,2764,,,,95,,,0.05
1,who,published knot,34,combined,2880,,,,97.5,,,0.05
1,who,published knot,35,combined,1948,,,,2.5,,,0.05
1,who,published knot,35,combined,2038,,,,5,,,0.05
1,who,published knot,35,combined,2167,,,,10,,,0.05
1,who,published knot,35,combined,2330,,,,25,,,0.05
1,who,published knot,35,combined,2527,,,,50,,,0.05
1,who,published knot,35,combined,2723,,,,75,,,0.05
1,who,published knot,35,combined,2904,,,,90,,,0.05
1,who,published knot,35,combined,3018,,,,95,,,0.05
1,who,published knot,35,combined,3148,,,,97.5,,,0.05
1,who,published knot,36,combined,2113,,,,2.5,,,0.05
1,who,published knot,36,combined,2205,,,,5,,,0.05
1,who,published knot,36,combined,2352,,,,10,,,0.05
1,who,published knot,36,combined,2531,,,,25,,,0.05
1,who,published knot,36,combined,2745,,,,50,,,0.05
1,who,published knot,36,combined,2959,,,,75,,,0.05
1,who,published knot,36,combined,3153,,,,90,,,0.05
1,who,published knot,36,combined,3277,,,,95,,,0.05
1,who,published knot,36,combined,3422,,,,97.5,,,0.05
1,who,published knot,37,combined,2280,,,,2.5,,,0.05
1,who,published knot,37,combined,2372,,,,5,,,0.05
1,who,published knot,37,combined,2537,,,,10,,,0.05
1,who,published knot,37,combined,2733,,,,25,,,0.05
1,who,published knot,37,combined,2966,,,,50,,,0.05
1,who,published knot,37,combined,3195,,,,75,,,0.05
1,who,published knot,37,combined,3403,,,,90,,,0.05
1,who,published knot,37,combined,3538,,,,95,,,0.05
1,who,published knot,37,combined,3697,,,,97.5,,,0.05
1,who,published knot,38,combined,2446,,,,2.5,,,0.05
1,who,published knot,38,combined,2536,,,,5,,,0.05
1,who,published knot,38,combined,2723,,,,10,,,0.05
1,who,published knot,38,combined,2935,,,,25,,,0.05
1,who,published knot,38,combined,3186,,,,50,,,0.05
1,who,published knot,38,combined,3432,,,,75,,,0.05
1,who,published knot,38,combined,3652,,,,90,,,0.05
1,who,published knot,38,combined,3799,,,,95,,,0.05
1,who,published knot,38,combined,3973,,,,97.5,,,0.05
1,who,published knot,39,combined,2612,,,,2.5,,,0.05
1,who,published knot,39,combined,2696,,,,5,,,0.05
1,who,published knot,39,combined,2905,,,,10,,,0.05
1,who,published knot,39,combined,3135,,,,25,,,0.05
1,who,published knot,39,combined,3403,,,,50,,,0.05
1,who,published knot,39,combined,3664,,,,75,,,0.05
1,who,published knot,39,combined,3897,,,,90,,,0.05
1,who,published knot,39,combined,4058,,,,95,,,0.05
1,who,published knot,39,combined,4247,,,,97.5,,,0.05
1,who,published knot,40,combined,2775,,,,2.5,,,0.05
1,who,published knot,40,combined,2849,,,,5,,,0.05
1,who,published knot,40,combined,3084,,,,10,,,0.05
1,who,published knot,40,combined,3333,,,,25,,,0.05
1,who,published knot,40,combined,3617,,,,50,,,0.05
1,who,published knot,40,combined,3892,,,,75,,,0.05
1,who,published knot,40,combined,4135,,,,90,,,0.05
1,who,published knot,40,combined,4312,,,,95,,,0.05
1,who,published knot,40,combined,4515,,,,97.5,,,0.05
1,who,published knot,14,female,73,,,,5,,,0.05
1,who,published knot,14,female,77,,,,10,,,0.05
1,who,published knot,14,female,82,,,,25,,,0.05
1,who,published knot,14,female,89,,,,50,,,0.05
1,who,published knot,14,female,96,,,,75,,,0.05
1,who,published knot,14,female,102,,,,90,,,0.05
1,who,published knot,14,female,107,,,,95,,,0.05
1,who,published knot,15,female,92,,,,5,,,0.05
1,who,published knot,15,female,97,,,,10,,,0.05
1,who,published knot,15,female,104,,,,25,,,0.05
1,who,published knot,15,female,113,,,,50,,,0.05
1,who,published knot,15,female,121,,,,75,,,0.05
1,who,published knot,15,female,129,,,,90,,,0.05
1,who,published knot,15,female,135,,,,95,,,0.05
1,who,published knot,16,female,116,,,,5,,,0.05
1,who,published knot,16,female,122,,,,10,,,0.05
1,who,published knot,16,female,131,,,,25,,,0.05
1,who,published knot,16,female,141,,,,50,,,0.05
1,who,published knot,16,female,152,,,,75,,,0.05
