case,ga_days,ac_mm,hc_mm,fl_mm,bpd_mm,sex,race,fgps_efw_g,fgps_who,fgps_nichd,fgps_intergrowth,fgps_hadlock,compare_who,compare_nichd,compare_intergrowth,compare_hadlock,note
no_bpd,196,232.8,256.1,50.4,,female,asian,1080.2,24.4,35.9,38.8,19.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,232.8,256.1,50.4,,male,asian,1080.2,15.1,35.9,38.8,19.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,232.8,256.1,50.4,,combined,asian,1080.2,20.7,35.9,38.8,19.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,female,white,1186.9,57.7,45.5,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,male,white,1186.9,41.8,45.5,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,combined,white,1186.9,49.4,45.5,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,female,black,1186.9,57.7,60.8,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,male,black,1186.9,41.8,60.8,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,combined,black,1186.9,49.4,60.8,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,female,hispanic,1186.9,57.7,56.3,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,male,hispanic,1186.9,41.8,56.3,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,combined,hispanic,1186.9,49.4,56.3,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,female,asian,1186.9,57.7,61.2,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,male,asian,1186.9,41.8,61.2,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,240.0,264.0,52.0,,combined,asian,1186.9,49.4,61.2,68.3,43.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,female,white,1302.0,85.9,70.9,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,male,white,1302.0,74.2,70.9,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,combined,white,1302.0,78.9,70.9,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,female,black,1302.0,85.9,86.6,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,male,black,1302.0,74.2,86.6,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,combined,black,1302.0,78.9,86.6,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,female,hispanic,1302.0,85.9,79.6,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,male,hispanic,1302.0,74.2,79.6,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,combined,hispanic,1302.0,78.9,79.6,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,female,asian,1302.0,85.9,86.5,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,male,asian,1302.0,74.2,86.5,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,196,247.2,271.9,53.6,,combined,asian,1302.0,78.9,86.5,88.7,72.5,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,female,white,1360.9,20.8,13.4,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,male,white,1360.9,11.9,13.4,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,combined,white,1360.9,17.4,13.4,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,female,black,1360.9,20.8,29.7,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,male,black,1360.9,11.9,29.7,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,combined,black,1360.9,17.4,29.7,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,female,hispanic,1360.9,20.8,26.5,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,male,hispanic,1360.9,11.9,26.5,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,combined,hispanic,1360.9,17.4,26.5,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,female,asian,1360.9,20.8,29.9,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,male,asian,1360.9,11.9,29.9,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,252.2,272.6,54.3,,combined,asian,1360.9,17.4,29.9,34.0,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,female,white,1498.4,52.1,39.3,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,male,white,1498.4,37.5,39.3,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,combined,white,1498.4,44.6,39.3,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,female,black,1498.4,52.1,56.1,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,male,black,1498.4,37.5,56.1,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,combined,black,1498.4,44.6,56.1,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,female,hispanic,1498.4,52.1,51.3,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,male,hispanic,1498.4,37.5,51.3,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,combined,hispanic,1498.4,44.6,51.3,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,female,asian,1498.4,52.1,56.0,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,male,asian,1498.4,37.5,56.0,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,260.0,281.0,56.0,,combined,asian,1498.4,44.6,56.0,63.1,37.9,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,female,white,1646.4,81.9,65.0,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,male,white,1646.4,69.5,65.0,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,combined,white,1646.4,75.8,65.0,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,female,black,1646.4,81.9,81.6,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,male,black,1646.4,69.5,81.6,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,combined,black,1646.4,75.8,81.6,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,female,hispanic,1646.4,81.9,74.2,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,male,hispanic,1646.4,69.5,74.2,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,combined,hispanic,1646.4,75.8,74.2,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,female,asian,1646.4,81.9,81.2,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,male,asian,1646.4,69.5,81.2,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,210,267.8,289.4,57.7,,combined,asian,1646.4,75.8,81.2,85.6,67.0,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,female,white,1430.6,35.8,26.5,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,male,white,1430.6,23.2,26.5,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,combined,white,1430.6,29.6,26.5,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,female,black,1430.6,35.8,43.6,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,male,black,1430.6,23.2,43.6,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,combined,black,1430.6,29.6,43.6,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,female,hispanic,1430.6,35.8,39.2,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,male,hispanic,1430.6,23.2,39.2,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,combined,hispanic,1430.6,29.6,39.2,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,female,asian,1430.6,35.8,43.6,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,male,asian,1430.6,23.2,43.6,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,256.1,275.7,55.4,,combined,asian,1430.6,29.6,43.6,32.5,15.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,female,white,1575.5,69.3,53.4,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,male,white,1575.5,54.4,53.4,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,combined,white,1575.5,61.2,53.4,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,female,black,1575.5,69.3,69.4,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,male,black,1575.5,54.4,69.4,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,combined,black,1575.5,61.2,69.4,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,female,hispanic,1575.5,69.3,63.2,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,male,hispanic,1575.5,54.4,63.2,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,combined,hispanic,1575.5,61.2,63.2,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,female,asian,1575.5,69.3,69.1,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,male,asian,1575.5,54.4,69.1,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,264.1,284.2,57.1,,combined,asian,1575.5,61.2,69.1,61.6,37.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,female,white,1730.6,92.2,78.8,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,male,white,1730.6,82.6,78.8,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,combined,white,1730.6,87.0,78.8,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,female,black,1730.6,92.2,92.4,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,male,black,1730.6,82.6,92.4,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,combined,black,1730.6,87.0,92.4,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,female,hispanic,1730.6,92.2,87.2,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,male,hispanic,1730.6,82.6,87.2,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,combined,hispanic,1730.6,87.0,87.2,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,female,asian,1730.6,92.2,92.2,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,male,asian,1730.6,82.6,92.2,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,213,272.0,292.7,58.8,,combined,asian,1730.6,87.0,92.2,84.6,66.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,female,white,1704.3,21.9,12.7,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,male,white,1704.3,13.5,12.7,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,combined,white,1704.3,18.5,12.7,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,female,black,1704.3,21.9,29.5,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,male,black,1704.3,13.5,29.5,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,combined,black,1704.3,18.5,29.5,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,female,hispanic,1704.3,21.9,25.5,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,male,hispanic,1704.3,13.5,25.5,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,combined,hispanic,1704.3,18.5,25.5,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,female,asian,1704.3,21.9,30.4,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,male,asian,1704.3,13.5,30.4,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,270.6,287.1,59.2,,combined,asian,1704.3,18.5,30.4,29.2,15.8,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,female,white,1878.1,53.0,38.2,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,male,white,1878.1,39.8,38.2,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,combined,white,1878.1,46.0,38.2,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,female,black,1878.1,53.0,55.6,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,male,black,1878.1,39.8,55.6,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,combined,black,1878.1,46.0,55.6,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,female,hispanic,1878.1,53.0,50.1,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,male,hispanic,1878.1,39.8,50.1,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,combined,hispanic,1878.1,46.0,50.1,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,female,asian,1878.1,53.0,56.4,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,male,asian,1878.1,39.8,56.4,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,279.0,296.0,61.0,,combined,asian,1878.1,46.0,56.4,57.2,38.2,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,female,white,2064.9,82.5,63.4,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,male,white,2064.9,71.6,63.4,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,combined,white,2064.9,76.9,63.4,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,female,black,2064.9,82.5,80.6,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,male,black,2064.9,71.6,80.6,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,combined,black,2064.9,76.9,80.6,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,female,hispanic,2064.9,82.5,72.6,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,male,hispanic,2064.9,71.6,72.6,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,combined,hispanic,2064.9,76.9,72.6,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,female,asian,2064.9,82.5,81.4,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,male,asian,2064.9,71.6,81.4,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,224,287.4,304.9,62.8,,combined,asian,2064.9,76.9,81.4,81.7,67.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,female,white,1777.1,34.2,23.4,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,male,white,1777.1,22.9,23.4,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,combined,white,1777.1,28.5,23.4,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,female,black,1777.1,34.2,40.8,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,male,black,1777.1,22.9,40.8,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,combined,black,1777.1,28.5,40.8,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,female,hispanic,1777.1,34.2,35.8,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,male,hispanic,1777.1,22.9,35.8,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,combined,hispanic,1777.1,28.5,35.8,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,female,asian,1777.1,34.2,41.7,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,male,asian,1777.1,22.9,41.7,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,274.6,289.8,60.0,,combined,asian,1777.1,28.5,41.7,28.5,15.4,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,female,white,1960.8,67.7,50.4,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,male,white,1960.8,54.0,50.4,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,combined,white,1960.8,60.2,50.4,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,female,black,1960.8,67.7,66.7,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,male,black,1960.8,54.0,66.7,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,combined,black,1960.8,60.2,66.7,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,female,hispanic,1960.8,67.7,60.1,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
no_bpd,227,283.1,298.8,61.9,,male,hispanic,1960.8,54.0,60.1,56.2,37.7,1,1,1,1,"three-parameter formula; matches what WHO, NICHD and INTERGROWTH pair with"
